id,time_id,site_id,project_id,account_id,variance,budgeted_cost,actual_cost,created_at,created_by,date,day,day_name,month,year,site_name,region,latitude,longitude,project_name,project_manager,status,start_date,end_date,account_name,account_type,budget_category,cost
939,20240605,14,38,11,On Budget,174358,89539,2024-06-05 08:00:00,user_76,2024-06-05,5,Wednesday,6,2024,Site 14,East,-79,55,Project 38,Manager 5,On Hold,2023-12-04,2025-09-17,Account 11,CAPEX,Infrastructure,9981
945,20240606,2,43,11,Under,43782,101757,2024-06-06 08:00:00,user_70,2024-06-06,6,Thursday,6,2024,Site 2,South,-33,-109,Project 43,Manager 1,On Hold,2023-12-05,2025-12-31,Account 11,CAPEX,Infrastructure,9981
175,20240607,2,43,11,On Budget,39353,160564,2024-06-07 08:00:00,user_20,2024-06-07,7,Friday,6,2024,Site 2,South,-33,-109,Project 43,Manager 1,On Hold,2023-12-05,2025-12-31,Account 11,CAPEX,Infrastructure,9981
449,20240607,11,20,11,Over,46288,195981,2024-06-07 08:00:00,user_82,2024-06-07,7,Friday,6,2024,Site 11,South,-35,-8,Project 20,Manager 1,On Hold,2023-12-06,2026-01-24,Account 11,CAPEX,Infrastructure,9981
350,20240608,12,20,11,Under,59229,140607,2024-06-08 08:00:00,user_45,2024-06-08,8,Saturday,6,2024,Site 12,North,-67,14,Project 20,Manager 1,On Hold,2023-12-06,2026-01-24,Account 11,CAPEX,Infrastructure,9981
914,20240608,9,13,11,Over,13413,185458,2024-06-08 08:00:00,user_8,2024-06-08,8,Saturday,6,2024,Site 9,East,-89,-99,Project 13,Manager 3,On Hold,2024-02-17,2026-02-14,Account 11,CAPEX,Infrastructure,9981
1013,20240609,19,25,11,On Budget,30618,132020,2024-06-09 08:00:00,user_89,2024-06-09,9,Sunday,6,2024,Site 19,South,-16,-140,Project 25,Manager 1,Active,2023-12-22,2026-02-16,Account 11,CAPEX,Infrastructure,9981
652,20240610,6,31,11,Under,62295,154395,2024-06-10 08:00:00,user_24,2024-06-10,10,Monday,6,2024,Site 6,South,-31,78,Project 31,Manager 4,On Hold,2023-12-08,2026-01-25,Account 11,CAPEX,Infrastructure,9981
1132,20240610,1,30,11,Over,157461,152267,2024-06-10 08:00:00,user_86,2024-06-10,10,Monday,6,2024,Site 1,North,-84,-40,Project 30,Manager 10,Completed,2024-01-15,2026-01-04,Account 11,CAPEX,Infrastructure,9981
1058,20240611,2,4,11,Over,128452,96878,2024-06-11 08:00:00,user_86,2024-06-11,11,Tuesday,6,2024,Site 2,South,-33,-109,Project 4,Manager 4,Active,2023-12-08,2026-02-18,Account 11,CAPEX,Infrastructure,9981
346,20240612,13,49,11,Under,32772,6765,2024-06-12 08:00:00,user_34,2024-06-12,12,Wednesday,6,2024,Site 13,North,1,-4,Project 49,Manager 9,Active,2023-12-24,2026-01-26,Account 11,CAPEX,Infrastructure,9981
598,20240612,6,1,11,Over,63071,190698,2024-06-12 08:00:00,user_56,2024-06-12,12,Wednesday,6,2024,Site 6,South,-31,78,Project 1,Manager 5,Completed,2023-12-12,2026-02-18,Account 11,CAPEX,Infrastructure,9981
3,20240613,2,1,11,Over,172015,72670,2024-06-13 08:00:00,user_95,2024-06-13,13,Thursday,6,2024,Site 2,South,-33,-109,Project 1,Manager 5,Completed,2023-12-12,2026-02-18,Account 11,CAPEX,Infrastructure,9981
547,20240614,8,1,11,Under,171110,80541,2024-06-14 08:00:00,user_67,2024-06-14,14,Friday,6,2024,Site 8,West,-34,49,Project 1,Manager 5,Completed,2023-12-12,2026-02-18,Account 11,CAPEX,Infrastructure,9981
459,20240614,4,5,11,Over,103424,46180,2024-06-14 08:00:00,user_71,2024-06-14,14,Friday,6,2024,Site 4,North,61,36,Project 5,Manager 5,On Hold,2023-12-13,2026-01-28,Account 11,CAPEX,Infrastructure,9981
496,20240615,16,5,11,Under,172928,89232,2024-06-15 08:00:00,user_34,2024-06-15,15,Saturday,6,2024,Site 16,East,70,136,Project 5,Manager 5,On Hold,2023-12-13,2026-01-28,Account 11,CAPEX,Infrastructure,9981
773,20240615,13,47,11,Under,165302,198633,2024-06-15 08:00:00,user_77,2024-06-15,15,Saturday,6,2024,Site 13,North,1,-4,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 11,CAPEX,Infrastructure,9981
706,20240616,16,15,11,On Budget,173990,202363,2024-06-16 08:00:00,user_57,2024-06-16,16,Sunday,6,2024,Site 16,East,70,136,Project 15,Manager 7,On Hold,2024-02-21,2026-02-20,Account 11,CAPEX,Infrastructure,9981
674,20240617,11,15,11,Under,176183,80377,2024-06-17 08:00:00,user_78,2024-06-17,17,Monday,6,2024,Site 11,South,-35,-8,Project 15,Manager 7,On Hold,2024-02-21,2026-02-20,Account 11,CAPEX,Infrastructure,9981
123,20240617,7,15,11,Over,161233,4743,2024-06-17 08:00:00,user_19,2024-06-17,17,Monday,6,2024,Site 7,North,53,-79,Project 15,Manager 7,On Hold,2024-02-21,2026-02-20,Account 11,CAPEX,Infrastructure,9981
1011,20240618,1,35,11,Over,125824,176429,2024-06-18 08:00:00,user_73,2024-06-18,18,Tuesday,6,2024,Site 1,North,-84,-40,Project 35,Manager 10,Active,2024-01-23,2026-02-21,Account 11,CAPEX,Infrastructure,9981
402,20240619,5,35,11,Under,158730,170276,2024-06-19 08:00:00,user_88,2024-06-19,19,Wednesday,6,2024,Site 5,North,-83,-133,Project 35,Manager 10,Active,2024-01-23,2026-02-21,Account 11,CAPEX,Infrastructure,9981
30,20240619,8,18,11,Under,146597,25122,2024-06-19 08:00:00,user_20,2024-06-19,19,Wednesday,6,2024,Site 8,West,-34,49,Project 18,Manager 9,Completed,2023-12-15,2026-02-21,Account 11,CAPEX,Infrastructure,9981
1121,20240620,3,6,11,Under,110290,206472,2024-06-20 08:00:00,user_56,2024-06-20,20,Thursday,6,2024,Site 3,North,83,99,Project 6,Manager 6,Active,2023-12-27,2026-01-30,Account 11,CAPEX,Infrastructure,9981
988,20240621,2,6,11,Under,35335,104868,2024-06-21 08:00:00,user_59,2024-06-21,21,Friday,6,2024,Site 2,South,-33,-109,Project 6,Manager 6,Active,2023-12-27,2026-01-30,Account 11,CAPEX,Infrastructure,9981
1074,20240621,20,29,11,On Budget,197497,153201,2024-06-21 08:00:00,user_28,2024-06-21,21,Friday,6,2024,Site 20,South,-65,14,Project 29,Manager 9,Active,2023-12-29,2026-01-13,Account 11,CAPEX,Infrastructure,9981
865,20240622,13,44,11,On Budget,184011,14752,2024-06-22 08:00:00,user_69,2024-06-22,22,Saturday,6,2024,Site 13,North,1,-4,Project 44,Manager 7,On Hold,2024-01-31,2026-02-23,Account 11,CAPEX,Infrastructure,9981
303,20240622,7,24,11,Under,16984,151462,2024-06-22 08:00:00,user_95,2024-06-22,22,Saturday,6,2024,Site 7,North,53,-79,Project 24,Manager 1,On Hold,2023-12-18,2026-02-23,Account 11,CAPEX,Infrastructure,9981
595,20240623,19,32,11,Under,38610,179976,2024-06-23 08:00:00,user_31,2024-06-23,23,Sunday,6,2024,Site 19,South,-16,-140,Project 32,Manager 6,Completed,2023-12-30,2026-02-24,Account 11,CAPEX,Infrastructure,9981
378,20240624,15,32,11,On Budget,5648,206934,2024-06-24 08:00:00,user_94,2024-06-24,24,Monday,6,2024,Site 15,North,6,-140,Project 32,Manager 6,Completed,2023-12-30,2026-02-24,Account 11,CAPEX,Infrastructure,9981
819,20240624,12,36,11,Under,42108,188642,2024-06-24 08:00:00,user_74,2024-06-24,24,Monday,6,2024,Site 12,North,-67,14,Project 36,Manager 1,Active,2024-02-04,2026-02-26,Account 11,CAPEX,Infrastructure,9981
475,20240625,13,36,11,Under,141233,124103,2024-06-25 08:00:00,user_90,2024-06-25,25,Tuesday,6,2024,Site 13,North,1,-4,Project 36,Manager 1,Active,2024-02-04,2026-02-26,Account 11,CAPEX,Infrastructure,9981
267,20240626,14,33,11,Over,110076,179441,2024-06-26 08:00:00,user_24,2024-06-26,26,Wednesday,6,2024,Site 14,East,-79,55,Project 33,Manager 2,Active,2024-02-07,2026-03-01,Account 11,CAPEX,Infrastructure,9981
562,20240626,9,10,27,Over,186035,209614,2024-06-26 08:00:00,user_27,2024-06-26,26,Wednesday,6,2024,Site 9,East,-89,-99,Project 10,Manager 5,Active,2023-12-02,2024-11-16,Account 27,OPEX,Hardware,86717
380,20240627,9,21,27,Under,93540,147474,2024-06-27 08:00:00,user_17,2024-06-27,27,Thursday,6,2024,Site 9,East,-89,-99,Project 21,Manager 3,On Hold,2023-12-21,2026-02-10,Account 27,OPEX,Hardware,86717
5,20240628,18,3,27,Under,157701,148841,2024-06-28 08:00:00,user_56,2024-06-28,28,Friday,6,2024,Site 18,North,-79,158,Project 3,Manager 2,On Hold,2024-01-14,2026-02-11,Account 27,OPEX,Hardware,86717
715,20240628,3,3,27,Over,51829,12198,2024-06-28 08:00:00,user_14,2024-06-28,28,Friday,6,2024,Site 3,North,83,99,Project 3,Manager 2,On Hold,2024-01-14,2026-02-11,Account 27,OPEX,Hardware,86717
556,20240629,17,20,27,On Budget,148604,86289,2024-06-29 08:00:00,user_81,2024-06-29,29,Saturday,6,2024,Site 17,East,57,-82,Project 20,Manager 1,On Hold,2023-12-06,2026-01-24,Account 27,OPEX,Hardware,86717
133,20240629,14,22,27,Under,109524,113049,2024-06-29 08:00:00,user_41,2024-06-29,29,Saturday,6,2024,Site 14,East,-79,55,Project 22,Manager 9,On Hold,2023-12-06,2026-02-14,Account 27,OPEX,Hardware,86717
1116,20240630,12,22,27,Over,37239,56924,2024-06-30 08:00:00,user_54,2024-06-30,30,Sunday,6,2024,Site 12,North,-67,14,Project 22,Manager 9,On Hold,2023-12-06,2026-02-14,Account 27,OPEX,Hardware,86717
431,20240701,5,13,27,Under,102580,183905,2024-07-01 08:00:00,user_83,2024-07-01,1,Monday,7,2024,Site 5,North,-83,-133,Project 13,Manager 3,On Hold,2024-02-17,2026-02-14,Account 27,OPEX,Hardware,86717
256,20240701,7,13,27,On Budget,76075,151329,2024-07-01 08:00:00,user_18,2024-07-01,1,Monday,7,2024,Site 7,North,53,-79,Project 13,Manager 3,On Hold,2024-02-17,2026-02-14,Account 27,OPEX,Hardware,86717
654,20240702,8,13,27,Over,167161,97330,2024-07-02 08:00:00,user_100,2024-07-02,2,Tuesday,7,2024,Site 8,West,-34,49,Project 13,Manager 3,On Hold,2024-02-17,2026-02-14,Account 27,OPEX,Hardware,86717
434,20240703,19,28,27,On Budget,108546,134056,2024-07-03 08:00:00,user_49,2024-07-03,3,Wednesday,7,2024,Site 19,South,-16,-140,Project 28,Manager 9,Active,2023-12-07,2026-02-15,Account 27,OPEX,Hardware,86717
697,20240703,9,25,27,Over,36971,205364,2024-07-03 08:00:00,user_50,2024-07-03,3,Wednesday,7,2024,Site 9,East,-89,-99,Project 25,Manager 1,Active,2023-12-22,2026-02-16,Account 27,OPEX,Hardware,86717
470,20240704,2,25,27,On Budget,114741,144381,2024-07-04 08:00:00,user_74,2024-07-04,4,Thursday,7,2024,Site 2,South,-33,-109,Project 25,Manager 1,Active,2023-12-22,2026-02-16,Account 27,OPEX,Hardware,86717
1048,20240705,13,25,27,On Budget,63847,9435,2024-07-05 08:00:00,user_72,2024-07-05,5,Friday,7,2024,Site 13,North,1,-4,Project 25,Manager 1,Active,2023-12-22,2026-02-16,Account 27,OPEX,Hardware,86717
778,20240705,5,30,27,On Budget,123409,27708,2024-07-05 08:00:00,user_15,2024-07-05,5,Friday,7,2024,Site 5,North,-83,-133,Project 30,Manager 10,Completed,2024-01-15,2026-01-04,Account 27,OPEX,Hardware,86717
960,20240706,7,12,27,Under,80881,149192,2024-07-06 08:00:00,user_6,2024-07-06,6,Saturday,7,2024,Site 7,North,53,-79,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 27,OPEX,Hardware,86717
47,20240706,1,27,27,Under,32666,117645,2024-07-06 08:00:00,user_82,2024-07-06,6,Saturday,7,2024,Site 1,North,-84,-40,Project 27,Manager 2,Active,2023-12-12,2026-02-19,Account 27,OPEX,Hardware,86717
522,20240707,5,27,27,Over,139108,192420,2024-07-07 08:00:00,user_16,2024-07-07,7,Sunday,7,2024,Site 5,North,-83,-133,Project 27,Manager 2,Active,2023-12-12,2026-02-19,Account 27,OPEX,Hardware,86717
644,20240708,10,47,27,On Budget,157812,95251,2024-07-08 08:00:00,user_36,2024-07-08,8,Monday,7,2024,Site 10,West,-3,-38,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 27,OPEX,Hardware,86717
157,20240708,12,47,27,On Budget,43716,65936,2024-07-08 08:00:00,user_19,2024-07-08,8,Monday,7,2024,Site 12,North,-67,14,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 27,OPEX,Hardware,86717
1030,20240709,13,47,27,Over,66876,33342,2024-07-09 08:00:00,user_95,2024-07-09,9,Tuesday,7,2024,Site 13,North,1,-4,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 27,OPEX,Hardware,86717
323,20240710,14,15,27,Over,94284,162641,2024-07-10 08:00:00,user_77,2024-07-10,10,Wednesday,7,2024,Site 14,East,-79,55,Project 15,Manager 7,On Hold,2024-02-21,2026-02-20,Account 27,OPEX,Hardware,86717
647,20240710,9,35,27,On Budget,70573,185978,2024-07-10 08:00:00,user_49,2024-07-10,10,Wednesday,7,2024,Site 9,East,-89,-99,Project 35,Manager 10,Active,2024-01-23,2026-02-21,Account 27,OPEX,Hardware,86717
413,20240711,11,18,27,Over,154824,101729,2024-07-11 08:00:00,user_65,2024-07-11,11,Thursday,7,2024,Site 11,South,-35,-8,Project 18,Manager 9,Completed,2023-12-15,2026-02-21,Account 27,OPEX,Hardware,86717
807,20240712,5,18,27,Over,93906,102367,2024-07-12 08:00:00,user_69,2024-07-12,12,Friday,7,2024,Site 5,North,-83,-133,Project 18,Manager 9,Completed,2023-12-15,2026-02-21,Account 27,OPEX,Hardware,86717
637,20240712,1,6,27,Over,128645,161350,2024-07-12 08:00:00,user_12,2024-07-12,12,Friday,7,2024,Site 1,North,-84,-40,Project 6,Manager 6,Active,2023-12-27,2026-01-30,Account 27,OPEX,Hardware,86717
831,20240713,11,14,27,On Budget,159919,117022,2024-07-13 08:00:00,user_73,2024-07-13,13,Saturday,7,2024,Site 11,South,-35,-8,Project 14,Manager 1,Active,2023-12-15,2026-01-10,Account 27,OPEX,Hardware,86717
668,20240713,2,14,27,Under,129921,169114,2024-07-13 08:00:00,user_58,2024-07-13,13,Saturday,7,2024,Site 2,South,-33,-109,Project 14,Manager 1,Active,2023-12-15,2026-01-10,Account 27,OPEX,Hardware,86717
989,20240714,10,44,27,Under,64211,149205,2024-07-14 08:00:00,user_38,2024-07-14,14,Sunday,7,2024,Site 10,West,-3,-38,Project 44,Manager 7,On Hold,2024-01-31,2026-02-23,Account 27,OPEX,Hardware,86717
843,20240715,13,24,27,Under,45440,79620,2024-07-15 08:00:00,user_17,2024-07-15,15,Monday,7,2024,Site 13,North,1,-4,Project 24,Manager 1,On Hold,2023-12-18,2026-02-23,Account 27,OPEX,Hardware,86717
389,20240715,13,50,27,Over,173185,181507,2024-07-15 08:00:00,user_9,2024-07-15,15,Monday,7,2024,Site 13,North,1,-4,Project 50,Manager 3,Completed,2024-02-03,2026-02-04,Account 27,OPEX,Hardware,86717
151,20240716,17,36,27,On Budget,97842,22894,2024-07-16 08:00:00,user_95,2024-07-16,16,Tuesday,7,2024,Site 17,East,57,-82,Project 36,Manager 1,Active,2024-02-04,2026-02-26,Account 27,OPEX,Hardware,86717
578,20240717,1,34,27,Under,139823,137361,2024-07-17 08:00:00,user_63,2024-07-17,17,Wednesday,7,2024,Site 1,North,-84,-40,Project 34,Manager 6,Active,2024-01-01,2026-02-07,Account 27,OPEX,Hardware,86717
63,20240717,16,8,27,Over,110043,132908,2024-07-17 08:00:00,user_74,2024-07-17,17,Wednesday,7,2024,Site 16,East,70,136,Project 8,Manager 4,On Hold,2023-12-19,2026-01-17,Account 27,OPEX,Hardware,86717
1117,20240718,1,16,27,Under,94475,79171,2024-07-18 08:00:00,user_22,2024-07-18,18,Thursday,7,2024,Site 1,North,-84,-40,Project 16,Manager 7,On Hold,2024-01-03,2026-02-09,Account 27,OPEX,Hardware,86717
231,20240718,8,11,27,Under,156437,193039,2024-07-18 08:00:00,user_25,2024-07-18,18,Thursday,7,2024,Site 8,West,-34,49,Project 11,Manager 9,Completed,2024-03-21,2026-02-09,Account 27,OPEX,Hardware,86717
592,20240719,17,10,6,Over,62878,165712,2024-07-19 08:00:00,user_25,2024-07-19,19,Friday,7,2024,Site 17,East,57,-82,Project 10,Manager 5,Active,2023-12-02,2024-11-16,Account 6,OPEX,Infrastructure,8665
145,20240720,2,10,6,On Budget,18044,180676,2024-07-20 08:00:00,user_35,2024-07-20,20,Saturday,7,2024,Site 2,South,-33,-109,Project 10,Manager 5,Active,2023-12-02,2024-11-16,Account 6,OPEX,Infrastructure,8665
854,20240720,10,19,6,Over,187203,160666,2024-07-20 08:00:00,user_94,2024-07-20,20,Saturday,7,2024,Site 10,West,-3,-38,Project 19,Manager 5,Completed,2023-12-05,2026-01-21,Account 6,OPEX,Infrastructure,8665
241,20240721,20,21,6,Under,166611,197808,2024-07-21 08:00:00,user_76,2024-07-21,21,Sunday,7,2024,Site 20,South,-65,14,Project 21,Manager 3,On Hold,2023-12-21,2026-02-10,Account 6,OPEX,Infrastructure,8665
1003,20240722,10,46,6,Under,117900,39255,2024-07-22 08:00:00,user_92,2024-07-22,22,Monday,7,2024,Site 10,West,-3,-38,Project 46,Manager 8,Active,2024-01-12,2026-01-23,Account 6,OPEX,Infrastructure,8665
661,20240722,20,17,6,On Budget,73904,66164,2024-07-22 08:00:00,user_61,2024-07-22,22,Monday,7,2024,Site 20,South,-65,14,Project 17,Manager 5,On Hold,2024-02-14,2026-02-12,Account 6,OPEX,Infrastructure,8665
875,20240723,11,17,6,Over,77689,207713,2024-07-23 08:00:00,user_49,2024-07-23,23,Tuesday,7,2024,Site 11,South,-35,-8,Project 17,Manager 5,On Hold,2024-02-14,2026-02-12,Account 6,OPEX,Infrastructure,8665
1027,20240724,2,13,6,Under,40764,11639,2024-07-24 08:00:00,user_36,2024-07-24,24,Wednesday,7,2024,Site 2,South,-33,-109,Project 13,Manager 3,On Hold,2024-02-17,2026-02-14,Account 6,OPEX,Infrastructure,8665
461,20240724,20,28,6,Over,31544,90794,2024-07-24 08:00:00,user_25,2024-07-24,24,Wednesday,7,2024,Site 20,South,-65,14,Project 28,Manager 9,Active,2023-12-07,2026-02-15,Account 6,OPEX,Infrastructure,8665
48,20240725,5,28,6,On Budget,141772,174513,2024-07-25 08:00:00,user_79,2024-07-25,25,Thursday,7,2024,Site 5,North,-83,-133,Project 28,Manager 9,Active,2023-12-07,2026-02-15,Account 6,OPEX,Infrastructure,8665
325,20240725,13,28,6,On Budget,158583,177191,2024-07-25 08:00:00,user_11,2024-07-25,25,Thursday,7,2024,Site 13,North,1,-4,Project 28,Manager 9,Active,2023-12-07,2026-02-15,Account 6,OPEX,Infrastructure,8665
467,20240726,18,25,6,Under,104993,100836,2024-07-26 08:00:00,user_58,2024-07-26,26,Friday,7,2024,Site 18,North,-79,158,Project 25,Manager 1,Active,2023-12-22,2026-02-16,Account 6,OPEX,Infrastructure,8665
633,20240727,18,31,6,Under,151563,149466,2024-07-27 08:00:00,user_33,2024-07-27,27,Saturday,7,2024,Site 18,North,-79,158,Project 31,Manager 4,On Hold,2023-12-08,2026-01-25,Account 6,OPEX,Infrastructure,8665
777,20240727,10,30,6,Under,82180,164729,2024-07-27 08:00:00,user_89,2024-07-27,27,Saturday,7,2024,Site 10,West,-3,-38,Project 30,Manager 10,Completed,2024-01-15,2026-01-04,Account 6,OPEX,Infrastructure,8665
942,20240728,10,30,6,On Budget,47150,190597,2024-07-28 08:00:00,user_37,2024-07-28,28,Sunday,7,2024,Site 10,West,-3,-38,Project 30,Manager 10,Completed,2024-01-15,2026-01-04,Account 6,OPEX,Infrastructure,8665
789,20240729,7,4,6,Over,19434,175252,2024-07-29 08:00:00,user_5,2024-07-29,29,Monday,7,2024,Site 7,North,53,-79,Project 4,Manager 4,Active,2023-12-08,2026-02-18,Account 6,OPEX,Infrastructure,8665
791,20240729,14,12,6,On Budget,79548,164193,2024-07-29 08:00:00,user_89,2024-07-29,29,Monday,7,2024,Site 14,East,-79,55,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 6,OPEX,Infrastructure,8665
443,20240730,12,12,6,Over,160325,87362,2024-07-30 08:00:00,user_76,2024-07-30,30,Tuesday,7,2024,Site 12,North,-67,14,Project 12,Manager 10,Completed,2023-12-10,2026-01-26,Account 6,OPEX,Infrastructure,8665
359,20240731,15,40,6,On Budget,190070,81973,2024-07-31 08:00:00,user_76,2024-07-31,31,Wednesday,7,2024,Site 15,North,6,-140,Project 40,Manager 8,Active,2023-12-11,2025-12-14,Account 6,OPEX,Infrastructure,8665
959,20240731,9,27,6,On Budget,126141,190186,2024-07-31 08:00:00,user_97,2024-07-31,31,Wednesday,7,2024,Site 9,East,-89,-99,Project 27,Manager 2,Active,2023-12-12,2026-02-19,Account 6,OPEX,Infrastructure,8665
1054,20240801,7,27,6,Under,43258,11542,2024-08-01 08:00:00,user_34,2024-08-01,1,Thursday,8,2024,Site 7,North,53,-79,Project 27,Manager 2,Active,2023-12-12,2026-02-19,Account 6,OPEX,Infrastructure,8665
963,20240801,10,27,6,Under,185313,173026,2024-08-01 08:00:00,user_4,2024-08-01,1,Thursday,8,2024,Site 10,West,-3,-38,Project 27,Manager 2,Active,2023-12-12,2026-02-19,Account 6,OPEX,Infrastructure,8665
36,20240802,13,47,6,Under,38456,167120,2024-08-02 08:00:00,user_4,2024-08-02,2,Friday,8,2024,Site 13,North,1,-4,Project 47,Manager 5,Completed,2023-12-25,2025-12-17,Account 6,OPEX,Infrastructure,8665
858,20240803,4,39,6,On Budget,198715,43619,2024-08-03 08:00:00,user_58,2024-08-03,3,Saturday,8,2024,Site 4,North,61,36,Project 39,Manager 9,Active,2023-12-13,2026-01-28,Account 6,OPEX,Infrastructure,8665
492,20240803,5,42,6,On Budget,7218,62659,2024-08-03 08:00:00,user_78,2024-08-03,3,Saturday,8,2024,Site 5,North,-83,-133,Project 42,Manager 6,Completed,2023-12-14,2026-01-29,Account 6,OPEX,Infrastructure,8665
9,20240804,8,18,6,On Budget,33336,104281,2024-08-04 08:00:00,user_61,2024-08-04,4,Sunday,8,2024,Site 8,West,-34,49,Project 18,Manager 9,Completed,2023-12-15,2026-02-21,Account 6,OPEX,Infrastructure,8665
755,20240805,18,6,6,Over,136242,124058,2024-08-05 08:00:00,user_92,2024-08-05,5,Monday,8,2024,Site 18,North,-79,158,Project 6,Manager 6,Active,2023-12-27,2026-01-30,Account 6,OPEX,Infrastructure,8665
1103,20240805,14,2,6,Under,195371,54384,2024-08-05 08:00:00,user_45,2024-08-05,5,Monday,8,2024,Site 14,East,-79,55,Project 2,Manager 6,Completed,2023-12-29,2026-01-30,Account 6,OPEX,Infrastructure,8665
141,20240806,9,2,6,Under,189208,203861,2024-08-06 08:00:00,user_44,2024-08-06,6,Tuesday,8,2024,Site 9,East,-89,-99,Project 2,Manager 6,Completed,2023-12-29,2026-01-30,Account 6,OPEX,Infrastructure,8665
677,20240807,3,14,6,Under,32003,29048,2024-08-07 08:00:00,user_61,2024-08-07,7,Wednesday,8,2024,Site 3,North,83,99,Project 14,Manager 1,Active,2023-12-15,2026-01-10,Account 6,OPEX,Infrastructure,8665
877,20240807,20,26,6,On Budget,133989,32424,2024-08-07 08:00:00,user_70,2024-08-07,7,Wednesday,8,2024,Site 20,South,-65,14,Project 26,Manager 4,Active,2023-12-17,2026-01-31,Account 6,OPEX,Infrastructure,8665
822,20240808,14,26,6,On Budget,161269,159387,2024-08-08 08:00:00,user_89,2024-08-08,8,Thursday,8,2024,Site 14,East,-79,55,Project 26,Manager 4,Active,2023-12-17,2026-01-31,Account 6,OPEX,Infrastructure,8665
606,20240808,20,44,6,On Budget,41797,120974,2024-08-08 08:00:00,user_23,2024-08-08,8,Thursday,8,2024,Site 20,South,-65,14,Project 44,Manager 7,On Hold,2024-01-31,2026-02-23,Account 6,OPEX,Infrastructure,8665
662,20240809,11,24,6,Under,116134,59189,2024-08-09 08:00:00,user_90,2024-08-09,9,Friday,8,2024,Site 11,South,-35,-8,Project 24,Manager 1,On Hold,2023-12-18,2026-02-23,Account 6,OPEX,Infrastructure,8665
621,20240810,19,50,6,On Budget,177922,137904,2024-08-10 08:00:00,user_22,2024-08-10,10,Saturday,8,2024,Site 19,South,-16,-140,Project 50,Manager 3,Completed,2024-02-03,2026-02-04,Account 6,OPEX,Infrastructure,8665
724,20240810,14,7,6,Over,149170,109265,2024-08-10 08:00:00,user_44,2024-08-10,10,Saturday,8,2024,Site 14,East,-79,55,Project 7,Manager 6,Completed,2023-12-31,2026-02-25,Account 6,OPEX,Infrastructure,8665
1114,20240811,17,7,6,On Budget,35948,57840,2024-08-11 08:00:00,user_21,2024-08-11,11,Sunday,8,2024,Site 17,East,57,-82,Project 7,Manager 6,Completed,2023-12-31,2026-02-25,Account 6,OPEX,Infrastructure,8665
898,20240812,12,36,6,Under,68869,156564,2024-08-12 08:00:00,user_18,2024-08-12,12,Monday,8,2024,Site 12,North,-67,14,Project 36,Manager 1,Active,2024-02-04,2026-02-26,Account 6,OPEX,Infrastructure,8665
353,20240812,8,34,6,On Budget,46978,90766,2024-08-12 08:00:00,user_55,2024-08-12,12,Monday,8,2024,Site 8,West,-34,49,Project 34,Manager 6,Active,2024-01-01,2026-02-07,Account 6,OPEX,Infrastructure,8665
573,20240813,3,33,6,Under,147365,144780,2024-08-13 08:00:00,user_12,2024-08-13,13,Tuesday,8,2024,Site 3,North,83,99,Project 33,Manager 2,Active,2024-02-07,2026-03-01,Account 6,OPEX,Infrastructure,8665
704,20240814,3,16,6,Under,28960,183816,2024-08-14 08:00:00,user_44,2024-08-14,14,Wednesday,8,2024,Site 3,North,83,99,Project 16,Manager 7,On Hold,2024-01-03,2026-02-09,Account 6,OPEX,Infrastructure,8665
902,20240814,14,16,6,On Budget,186318,13862,2024-08-14 08:00:00,user_24,2024-08-14,14,Wednesday,8,2024,Site 14,East,-79,55,Project 16,Manager 7,On Hold,2024-01-03,2026-02-09,Account 6,OPEX,Infrastructure,8665
68,20240815,6,16,6,On Budget,24677,45034,2024-08-15 08:00:00,user_53,2024-08-15,15,Thursday,8,2024,Site 6,South,-31,78,Project 16,Manager 7,On Hold,2024-01-03,2026-02-09,Account 6,OPEX,Infrastructure,8665
676,20240815,14,11,6,Over,37778,194781,2024-08-15 08:00:00,user_85,2024-08-15,15,Thursday,8,2024,Site 14,East,-79,55,Project 11,Manager 9,Completed,2024-03-21,2026-02-09,Account 6,OPEX,Infrastructure,8665
99,20240816,6,11,6,Over,164774,104281,2024-08-16 08:00:00,user_88,2024-08-16,16,Friday,8,2024,Site 6,South,-31,78,Project 11,Manager 9,Completed,2024-03-21,2026-02-09,Account 6,OPEX,Infrastructure,8665
64,20240817,2,10,5,On Budget,84648,26329,2024-08-17 08:00:00,user_16,2024-08-17,17,Saturday,8,2024,Site 2,South,-33,-109,Project 10,Manager 5,Active,2023-12-02,2024-11-16,Account 5,OPEX,Infrastructure,25890
739,20240817,13,10,5,Under,26638,128742,2024-08-17 08:00:00,user_96,2024-08-17,17,Saturday,8,2024,Site 13,North,1,-4,Project 10,Manager 5,Active,2023-12-02,2024-11-16,Account 5,OPEX,Infrastructure,25890
100,20240818,16,38,5,Over,125887,171222,2024-08-18 08:00:00,user_59,2024-08-18,18,Sunday,8,2024,Site 16,East,70,136,Project 38,Manager 5,On Hold,2023-12-04,2025-09-17,Account 5,OPEX,Infrastructure,25890
