equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
261,20240614,2024-06-14,14,Friday,6,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,335,18,2155,893499,2024-06-14 08:00:00,IoT
262,20240615,2024-06-15,15,Saturday,6,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,335,17,1598,548833,2024-06-15 08:00:00,IoT
263,20240615,2024-06-15,15,Saturday,6,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,345,9,1832,980192,2024-06-15 08:00:00,IoT
264,20240616,2024-06-16,16,Sunday,6,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,287,20,1465,548684,2024-06-16 08:00:00,IoT
265,20240617,2024-06-17,17,Monday,6,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,302,4,1375,584397,2024-06-17 08:00:00,IoT
266,20240617,2024-06-17,17,Monday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,358,17,1808,765136,2024-06-17 08:00:00,IoT
267,20240618,2024-06-18,18,Tuesday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,282,11,1367,558264,2024-06-18 08:00:00,IoT
268,20240619,2024-06-19,19,Wednesday,6,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,316,23,1642,744953,2024-06-19 08:00:00,IoT
269,20240619,2024-06-19,19,Wednesday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,310,23,1456,522758,2024-06-19 08:00:00,IoT
270,20240620,2024-06-20,20,Thursday,6,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,280,7,1454,749984,2024-06-20 08:00:00,IoT
271,20240621,2024-06-21,21,Friday,6,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,296,13,1204,352113,2024-06-21 08:00:00,IoT
272,20240621,2024-06-21,21,Friday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,314,10,1367,650452,2024-06-21 08:00:00,IoT
273,20240622,2024-06-22,22,Saturday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,313,12,1852,864286,2024-06-22 08:00:00,IoT
274,20240622,2024-06-22,22,Saturday,6,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,301,19,1673,674896,2024-06-22 08:00:00,IoT
275,20240623,2024-06-23,23,Sunday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,261,9,1425,442061,2024-06-23 08:00:00,IoT
276,20240624,2024-06-24,24,Monday,6,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,318,5,1605,831936,2024-06-24 08:00:00,IoT
277,20240624,2024-06-24,24,Monday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,308,16,1531,801343,2024-06-24 08:00:00,IoT
278,20240625,2024-06-25,25,Tuesday,6,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,277,20,1665,644170,2024-06-25 08:00:00,IoT
279,20240626,2024-06-26,26,Wednesday,6,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,336,12,2198,714063,2024-06-26 08:00:00,IoT
280,20240626,2024-06-26,26,Wednesday,6,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,305,12,1296,546042,2024-06-26 08:00:00,IoT
281,20240627,2024-06-27,27,Thursday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,291,18,1598,659110,2024-06-27 08:00:00,IoT
282,20240628,2024-06-28,28,Friday,6,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,313,7,1403,689319,2024-06-28 08:00:00,IoT
283,20240628,2024-06-28,28,Friday,6,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,293,18,1579,490581,2024-06-28 08:00:00,IoT
284,20240629,2024-06-29,29,Saturday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,317,9,1417,507231,2024-06-29 08:00:00,IoT
285,20240629,2024-06-29,29,Saturday,6,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,302,16,1446,662693,2024-06-29 08:00:00,IoT
286,20240630,2024-06-30,30,Sunday,6,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,275,7,1574,681886,2024-06-30 08:00:00,IoT
287,20240701,2024-07-01,1,Monday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,305,7,1861,656534,2024-07-01 08:00:00,IoT
288,20240701,2024-07-01,1,Monday,7,2024,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,307,16,1333,562618,2024-07-01 08:00:00,IoT
289,20240702,2024-07-02,2,Tuesday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,295,17,1422,727794,2024-07-02 08:00:00,IoT
290,20240703,2024-07-03,3,Wednesday,7,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,299,3,1570,592089,2024-07-03 08:00:00,IoT
291,20240703,2024-07-03,3,Wednesday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,301,19,1883,960263,2024-07-03 08:00:00,IoT
292,20240704,2024-07-04,4,Thursday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,11,1790,616548,2024-07-04 08:00:00,IoT
293,20240705,2024-07-05,5,Friday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,301,5,1509,642596,2024-07-05 08:00:00,IoT
294,20240705,2024-07-05,5,Friday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,249,14,1454,469327,2024-07-05 08:00:00,IoT
295,20240706,2024-07-06,6,Saturday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,261,6,1388,391237,2024-07-06 08:00:00,IoT
296,20240706,2024-07-06,6,Saturday,7,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,314,4,1916,966770,2024-07-06 08:00:00,IoT
297,20240707,2024-07-07,7,Sunday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,262,7,1620,790828,2024-07-07 08:00:00,IoT
298,20240708,2024-07-08,8,Monday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,293,16,1314,434358,2024-07-08 08:00:00,IoT
299,20240708,2024-07-08,8,Monday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,317,6,1639,849649,2024-07-08 08:00:00,IoT
300,20240709,2024-07-09,9,Tuesday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,291,15,1457,770414,2024-07-09 08:00:00,IoT
301,20240710,2024-07-10,10,Wednesday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,349,20,1759,721599,2024-07-10 08:00:00,IoT
302,20240710,2024-07-10,10,Wednesday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,312,12,1749,845597,2024-07-10 08:00:00,IoT
303,20240711,2024-07-11,11,Thursday,7,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,289,9,1594,858663,2024-07-11 08:00:00,IoT
304,20240712,2024-07-12,12,Friday,7,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,269,10,1501,814977,2024-07-12 08:00:00,IoT
305,20240712,2024-07-12,12,Friday,7,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,301,24,1971,700766,2024-07-12 08:00:00,IoT
306,20240713,2024-07-13,13,Saturday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,339,10,1853,807580,2024-07-13 08:00:00,IoT
307,20240713,2024-07-13,13,Saturday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,289,4,1582,646709,2024-07-13 08:00:00,IoT
308,20240714,2024-07-14,14,Sunday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,292,5,1390,470182,2024-07-14 08:00:00,IoT
309,20240715,2024-07-15,15,Monday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,257,21,1401,369616,2024-07-15 08:00:00,IoT
310,20240715,2024-07-15,15,Monday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,316,13,1921,852922,2024-07-15 08:00:00,IoT
311,20240716,2024-07-16,16,Tuesday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,341,10,1962,937375,2024-07-16 08:00:00,IoT
312,20240717,2024-07-17,17,Wednesday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,309,6,1697,657133,2024-07-17 08:00:00,IoT
313,20240717,2024-07-17,17,Wednesday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,290,14,1508,463300,2024-07-17 08:00:00,IoT
314,20240718,2024-07-18,18,Thursday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,289,5,1537,538940,2024-07-18 08:00:00,IoT
315,20240718,2024-07-18,18,Thursday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,352,7,1620,662732,2024-07-18 08:00:00,IoT
316,20240719,2024-07-19,19,Friday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,282,24,1601,869200,2024-07-19 08:00:00,IoT
317,20240720,2024-07-20,20,Saturday,7,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,261,20,1603,837083,2024-07-20 08:00:00,IoT
318,20240720,2024-07-20,20,Saturday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,276,4,1371,463676,2024-07-20 08:00:00,IoT
319,20240721,2024-07-21,21,Sunday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,272,23,1602,795160,2024-07-21 08:00:00,IoT
320,20240722,2024-07-22,22,Monday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,273,9,1238,355714,2024-07-22 08:00:00,IoT
321,20240722,2024-07-22,22,Monday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,321,13,1365,448223,2024-07-22 08:00:00,IoT
322,20240723,2024-07-23,23,Tuesday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,273,15,1386,627098,2024-07-23 08:00:00,IoT
323,20240724,2024-07-24,24,Wednesday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,313,9,1518,490600,2024-07-24 08:00:00,IoT
324,20240724,2024-07-24,24,Wednesday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,317,22,1828,627925,2024-07-24 08:00:00,IoT
325,20240725,2024-07-25,25,Thursday,7,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,301,20,1575,861562,2024-07-25 08:00:00,IoT
326,20240725,2024-07-25,25,Thursday,7,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,297,9,1498,571951,2024-07-25 08:00:00,IoT
327,20240726,2024-07-26,26,Friday,7,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,300,25,1639,610239,2024-07-26 08:00:00,IoT
328,20240727,2024-07-27,27,Saturday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,302,19,1376,589252,2024-07-27 08:00:00,IoT
329,20240727,2024-07-27,27,Saturday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,311,10,1613,717183,2024-07-27 08:00:00,IoT
330,20240728,2024-07-28,28,Sunday,7,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,331,21,1520,777574,2024-07-28 08:00:00,IoT
331,20240729,2024-07-29,29,Monday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,295,20,1568,626433,2024-07-29 08:00:00,IoT
332,20240729,2024-07-29,29,Monday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,328,8,1456,703645,2024-07-29 08:00:00,IoT
333,20240730,2024-07-30,30,Tuesday,7,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,280,3,1383,589594,2024-07-30 08:00:00,IoT
334,20240731,2024-07-31,31,Wednesday,7,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,360,21,1890,845492,2024-07-31 08:00:00,IoT
335,20240731,2024-07-31,31,Wednesday,7,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,279,5,1289,478564,2024-07-31 08:00:00,IoT
336,20240801,2024-08-01,1,Thursday,8,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,268,3,1210,488005,2024-08-01 08:00:00,IoT
337,20240801,2024-08-01,1,Thursday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,311,8,1533,778655,2024-08-01 08:00:00,IoT
338,20240802,2024-08-02,2,Friday,8,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,281,6,1437,574266,2024-08-02 08:00:00,IoT
339,20240803,2024-08-03,3,Saturday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,304,6,1791,757406,2024-08-03 08:00:00,IoT
340,20240803,2024-08-03,3,Saturday,8,2024,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,308,23,1680,779044,2024-08-03 08:00:00,IoT
341,20240804,2024-08-04,4,Sunday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,311,24,1887,737079,2024-08-04 08:00:00,IoT
342,20240805,2024-08-05,5,Monday,8,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,289,3,1450,466767,2024-08-05 08:00:00,IoT
343,20240805,2024-08-05,5,Monday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,324,22,1590,416977,2024-08-05 08:00:00,IoT
344,20240806,2024-08-06,6,Tuesday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,300,7,1644,654583,2024-08-06 08:00:00,IoT
345,20240807,2024-08-07,7,Wednesday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,295,23,1488,667519,2024-08-07 08:00:00,IoT
346,20240807,2024-08-07,7,Wednesday,8,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,342,9,2028,705974,2024-08-07 08:00:00,IoT
347,20240808,2024-08-08,8,Thursday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,302,3,1465,556641,2024-08-08 08:00:00,IoT
348,20240808,2024-08-08,8,Thursday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,316,18,1514,487209,2024-08-08 08:00:00,IoT
349,20240809,2024-08-09,9,Friday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,334,21,1792,603177,2024-08-09 08:00:00,IoT
350,20240810,2024-08-10,10,Saturday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,270,4,1615,638644,2024-08-10 08:00:00,IoT
351,20240810,2024-08-10,10,Saturday,8,2024,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,316,8,1653,588902,2024-08-10 08:00:00,IoT
352,20240811,2024-08-11,11,Sunday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,306,13,1519,886809,2024-08-11 08:00:00,IoT
353,20240812,2024-08-12,12,Monday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,315,8,1315,626137,2024-08-12 08:00:00,IoT
354,20240812,2024-08-12,12,Monday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,263,9,1525,773588,2024-08-12 08:00:00,IoT
355,20240813,2024-08-13,13,Tuesday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,309,12,1335,523171,2024-08-13 08:00:00,IoT
356,20240814,2024-08-14,14,Wednesday,8,2024,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,305,7,1546,788181,2024-08-14 08:00:00,IoT
357,20240814,2024-08-14,14,Wednesday,8,2024,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,307,23,1422,654428,2024-08-14 08:00:00,IoT
358,20240815,2024-08-15,15,Thursday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,266,23,1506,708502,2024-08-15 08:00:00,IoT
359,20240815,2024-08-15,15,Thursday,8,2024,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,324,15,1359,561665,2024-08-15 08:00:00,IoT
360,20240816,2024-08-16,16,Friday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,333,8,1846,985278,2024-08-16 08:00:00,IoT
361,20240817,2024-08-17,17,Saturday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,311,17,1828,573392,2024-08-17 08:00:00,IoT
362,20240817,2024-08-17,17,Saturday,8,2024,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,313,7,1568,895827,2024-08-17 08:00:00,IoT
363,20240818,2024-08-18,18,Sunday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,312,20,1843,880245,2024-08-18 08:00:00,IoT
364,20240819,2024-08-19,19,Monday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,295,16,1515,802955,2024-08-19 08:00:00,IoT
365,20240819,2024-08-19,19,Monday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,306,5,1420,649698,2024-08-19 08:00:00,IoT
366,20240820,2024-08-20,20,Tuesday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,312,21,1546,770961,2024-08-20 08:00:00,IoT
367,20240821,2024-08-21,21,Wednesday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,267,8,1693,835426,2024-08-21 08:00:00,IoT
368,20240821,2024-08-21,21,Wednesday,8,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,262,16,1608,641087,2024-08-21 08:00:00,IoT
369,20240822,2024-08-22,22,Thursday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,313,5,1652,735206,2024-08-22 08:00:00,IoT
370,20240822,2024-08-22,22,Thursday,8,2024,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,290,19,1482,435492,2024-08-22 08:00:00,IoT
371,20240823,2024-08-23,23,Friday,8,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,366,16,2200,919988,2024-08-23 08:00:00,IoT
372,20240824,2024-08-24,24,Saturday,8,2024,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,252,6,1254,497504,2024-08-24 08:00:00,IoT
373,20240824,2024-08-24,24,Saturday,8,2024,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,284,23,1410,419241,2024-08-24 08:00:00,IoT
374,20240825,2024-08-25,25,Sunday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,300,15,1219,395141,2024-08-25 08:00:00,IoT
375,20240826,2024-08-26,26,Monday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,291,25,1219,453754,2024-08-26 08:00:00,IoT
376,20240826,2024-08-26,26,Monday,8,2024,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,360,13,1937,895266,2024-08-26 08:00:00,IoT
377,20240827,2024-08-27,27,Tuesday,8,2024,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,317,7,1851,601494,2024-08-27 08:00:00,IoT
378,20240828,2024-08-28,28,Wednesday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,319,16,1464,541253,2024-08-28 08:00:00,IoT
379,20240828,2024-08-28,28,Wednesday,8,2024,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,292,18,1513,610829,2024-08-28 08:00:00,IoT
380,20240829,2024-08-29,29,Thursday,8,2024,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,352,8,1628,820149,2024-08-29 08:00:00,IoT
381,20240829,2024-08-29,29,Thursday,8,2024,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,364,19,2006,771119,2024-08-29 08:00:00,IoT
